gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
female,NA,NA,NA,regular+aide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,10,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,32,NA,NA
male,afam,1979 Q1,NA,regular,NA,NA,NA,527,NA,NA,NA,515,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,7,NA,NA,NA,afam,NA,NA,NA,18,NA,NA,NA,44,NA,NA
male,cauc,1980 Q2,small,small,small,small,430,544,643,620,500,549,611,593,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,13,6,20,10,cauc,cauc,cauc,cauc,6,6,6,6,8,8,8,8
male,cauc,1979 Q3,NA,NA,regular+aide,regular+aide,NA,NA,555,597,NA,NA,599,616,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,master,master,NA,NA,level2,level1,NA,NA,11,4,NA,NA,cauc,cauc,NA,NA,23,23,NA,NA,55,55
female,cauc,1980 Q1,regular+aide,regular,regular,regular,422,459,555,593,536,497,570,610,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,level1,level1,level1,apprentice,5,23,10,4,afam,cauc,afam,cauc,11,11,11,11,21,21,21,21
male,cauc,1980 Q1,small,small,small,small,470,629,643,647,547,676,639,678,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,apprentice,level1,22,9,0,7,cauc,cauc,cauc,cauc,40,40,40,40,76,77,77,77
female,afam,1980 Q3,small,NA,NA,NA,428,NA,NA,NA,463,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,apprentice,NA,NA,NA,2,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,30,NA,NA,NA
male,cauc,1980 Q1,small,small,small,small,431,651,659,639,520,567,639,636,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,bachelor,phd,master,level1,level3,level3,level1,6,19,12,3,cauc,cauc,cauc,cauc,15,15,15,15,39,39,39,39
female,cauc,1980 Q2,NA,NA,NA,regular,NA,NA,NA,665,NA,NA,NA,642,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,8,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,25
male,cauc,1980 Q2,small,small,small,small,431,482,549,606,484,557,603,645,free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,bachelor,bachelor,bachelor,bachelor,NA,level1,level1,level1,0,9,15,6,cauc,cauc,cauc,cauc,4,4,4,4,4,4,4,4
male,cauc,1979 Q1,NA,regular+aide,NA,NA,NA,477,NA,NA,NA,584,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,apprentice,NA,NA,NA,2,NA,NA,NA,afam,NA,NA,NA,18,NA,NA,NA,44,NA,NA
female,afam,1978 Q4,NA,NA,regular,regular,NA,NA,527,565,NA,NA,533,562,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,30,31,NA,NA,afam,afam,NA,NA,11,11,NA,NA,32,32
female,cauc,1980 Q1,regular,regular,regular,small,474,571,627,626,473,538,603,593,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level2,19,13,19,9,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73
male,afam,1979 Q4,NA,small,NA,regular,NA,426,NA,NA,NA,458,NA,NA,NA,non-free,NA,non-free,NA,rural,NA,rural,NA,bachelor,NA,bachelor,NA,level1,NA,level1,NA,13,NA,17,NA,cauc,NA,cauc,NA,12,NA,29,NA,35,NA,62
male,cauc,1980 Q3,regular,regular,regular,regular,434,548,631,633,506,612,626,642,free,free,free,free,urban,urban,urban,urban,bachelor,master,bachelor,master,probation,level1,apprentice,level1,0,8,1,7,cauc,cauc,cauc,cauc,26,26,26,26,59,59,59,59
female,cauc,1980 Q2,NA,NA,small,small,NA,NA,593,702,NA,NA,579,651,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,7,5,NA,NA,cauc,cauc,NA,NA,32,32,NA,NA,66,66
male,afam,1980 Q2,regular+aide,regular,NA,NA,472,438,NA,NA,559,456,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,master,bachelor,NA,NA,apprentice,apprentice,NA,NA,24,2,NA,NA,cauc,cauc,NA,NA,11,11,NA,NA,30,30,NA,NA
male,cauc,1980 Q1,NA,regular+aide,regular+aide,regular+aide,NA,564,604,654,NA,532,590,655,NA,non-free,non-free,non-free,NA,rural,rural,rural,NA,bachelor,bachelor,bachelor,NA,level1,level1,level1,NA,8,13,13,NA,cauc,cauc,cauc,NA,32,32,32,NA,66,66,66
male,afam,1979 Q4,NA,regular,NA,NA,NA,444,NA,NA,NA,461,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,19,NA,NA
male,afam,1979 Q1,NA,regular,regular,regular,NA,530,571,572,NA,512,543,549,NA,free,free,free,NA,inner-city,inner-city,inner-city,NA,bachelor,NA,bachelor,NA,probation,NA,probation,NA,2,NA,0,NA,afam,NA,cauc,NA,11,11,11,NA,28,28,28
male,afam,1980 Q3,regular,NA,NA,NA,422,NA,NA,NA,528,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,10,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,30,NA,NA,NA
female,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,421,477,536,554,473,497,526,565,non-free,free,NA,non-free,urban,urban,urban,urban,master,bachelor,bachelor,bachelor,level1,notladder,level1,notladder,4,0,12,31,cauc,cauc,cauc,cauc,20,20,20,20,48,48,48,48
male,cauc,1979 Q2,NA,regular,regular,regular,NA,512,523,564,NA,584,620,594,NA,free,free,free,NA,rural,rural,rural,NA,master,bachelor,bachelor,NA,level1,probation,notladder,NA,42,0,23,NA,cauc,cauc,cauc,NA,30,30,30,NA,63,63,63
male,afam,1980 Q3,small,small,small,small,413,445,512,529,429,465,550,559,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,NA,probation,level1,level3,3,1,8,18,cauc,cauc,cauc,afam,18,18,18,18,45,45,45,45
male,cauc,1980 Q2,regular,regular,regular,regular,434,495,536,NA,478,529,538,570,free,non-free,free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,apprentice,level1,level1,probation,2,11,19,3,cauc,cauc,cauc,cauc,24,24,24,24,57,57,57,57
male,afam,1979 Q3,NA,NA,regular,regular,NA,NA,NA,575,NA,NA,NA,636,NA,NA,free,free,NA,NA,inner-city,suburban,NA,NA,master,master,NA,NA,level1,level1,NA,NA,9,19,NA,NA,cauc,afam,NA,NA,11,11,NA,NA,29,17
male,afam,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,437,516,611,629,489,529,577,570,free,free,free,free,rural,rural,rural,rural,master,master,master,master,level1,level1,level1,level1,8,13,21,36,cauc,cauc,afam,cauc,38,38,38,38,74,74,74,74
female,cauc,1980 Q2,small,NA,NA,NA,408,NA,NA,NA,429,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,cauc,NA,NA,NA,37,NA,NA,NA,73,NA,NA,NA
male,other,1980 Q3,NA,NA,regular,regular,NA,NA,596,647,NA,NA,607,651,NA,NA,non-free,non-free,NA,NA,suburban,suburban,NA,NA,specialist,master,NA,NA,level1,level1,NA,NA,15,20,NA,NA,cauc,cauc,NA,NA,17,17,NA,NA,41,41
male,cauc,1979 Q3,NA,NA,NA,small,NA,NA,NA,629,NA,NA,NA,636,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,12,NA,NA,NA,cauc,NA,NA,NA,42,NA,NA,NA,80
female,afam,1980 Q3,regular+aide,NA,NA,NA,405,NA,NA,NA,412,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,11,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,31,NA,NA,NA
male,afam,1979 Q4,small,small,small,NA,411,466,533,NA,439,481,563,NA,free,non-free,free,NA,inner-city,inner-city,inner-city,NA,bachelor,bachelor,bachelor,NA,level1,probation,level1,NA,14,1,30,NA,cauc,afam,afam,NA,11,11,11,NA,32,32,32,NA
female,afam,1979 Q2,NA,regular,regular+aide,NA,NA,475,541,NA,NA,502,533,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,master,NA,NA,apprentice,level3,NA,NA,2,16,NA,NA,cauc,cauc,NA,NA,11,11,NA,NA,16,16,NA
male,cauc,1980 Q2,NA,NA,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-free,NA,NA,NA,urban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,6,NA,NA,NA,cauc,NA,NA,NA,27,NA,NA,NA,60,NA
female,cauc,1980 Q1,NA,NA,NA,small,NA,NA,NA,600,NA,NA,NA,591,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,specialist,NA,NA,NA,level1,NA,NA,NA,13,NA,NA,NA,cauc,NA,NA,NA,39,NA,NA,NA,75
male,afam,1980 Q2,regular,regular+aide,NA,NA,434,NA,NA,NA,494,NA,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,level1,apprentice,NA,NA,12,1,NA,NA,afam,afam,NA,NA,11,11,NA,NA,27,29,NA,NA
male,afam,1979 Q2,NA,regular+aide,regular+aide,NA,NA,448,575,NA,NA,505,514,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,master,NA,NA,level1,level1,NA,NA,35,32,NA,NA,afam,afam,NA,NA,11,11,NA,NA,30,30,NA
male,afam,1979 Q4,NA,NA,NA,regular+aide,NA,NA,NA,606,NA,NA,NA,604,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,18,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,30
female,cauc,1980 Q3,small,small,small,small,527,590,602,657,536,578,615,642,non-free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,bachelor,master,level1,level1,level1,level1,14,27,12,19,cauc,cauc,cauc,cauc,6,6,6,6,9,9,9,9
male,cauc,1980 Q1,regular,regular+aide,regular+aide,regular+aide,437,503,562,610,484,512,574,594,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,master,master,level1,level1,notladder,level1,13,13,20,19,cauc,cauc,cauc,afam,38,38,38,38,74,74,74,74
female,cauc,1980 Q1,NA,NA,regular,regular,NA,NA,732,713,NA,NA,721,752,NA,NA,NA,non-free,NA,NA,suburban,suburban,NA,NA,bachelor,bachelor,NA,NA,level1,probation,NA,NA,12,22,NA,NA,cauc,afam,NA,NA,12,12,NA,NA,36,36
female,cauc,1981 Q2,regular,regular,regular,regular,419,521,545,588,484,518,546,582,non-free,non-free,non-free,free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,notladder,level1,8,23,23,21,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3
female,afam,1980 Q2,small,small,small,NA,424,475,555,NA,444,481,538,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,master,bachelor,bachelor,NA,level1,level1,notladder,NA,12,23,15,NA,cauc,cauc,afam,NA,22,22,22,NA,54,54,54,NA
male,cauc,1979 Q2,NA,regular+aide,regular+aide,regular+aide,NA,629,650,702,NA,549,632,667,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,bachelor,master,master,NA,probation,notladder,level1,NA,3,15,21,NA,cauc,cauc,cauc,NA,17,17,17,NA,41,41,41
male,afam,1979 Q4,regular+aide,regular,NA,NA,421,456,NA,NA,463,500,NA,NA,free,free,NA,NA,urban,urban,NA,NA,bachelor,bachelor,NA,NA,NA,apprentice,NA,NA,11,1,NA,NA,cauc,cauc,NA,NA,13,13,NA,NA,37,37,NA,NA
male,cauc,1979 Q3,NA,regular+aide,regular+aide,regular+aide,NA,558,650,NA,NA,512,593,NA,NA,free,non-free,free,NA,suburban,suburban,suburban,NA,bachelor,bachelor,master,NA,level1,level1,level3,NA,19,10,19,NA,cauc,afam,cauc,NA,11,11,11,NA,21,21,21
male,cauc,1978 Q4,NA,NA,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,urban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,12,NA,NA,NA,cauc,NA,NA,NA,6,NA,NA,NA,9,NA
female,cauc,1980 Q2,NA,small,small,small,NA,487,518,588,NA,490,559,586,NA,non-free,free,free,NA,inner-city,inner-city,inner-city,NA,master,bachelor,bachelor,NA,level1,probation,apprentice,NA,36,0,1,NA,cauc,cauc,cauc,NA,22,22,22,NA,53,53,53
female,cauc,1979 Q1,NA,NA,NA,regular+aide,NA,NA,NA,587,NA,NA,NA,585,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,7,NA,NA,NA,cauc,NA,NA,NA,22,NA,NA,NA,53
male,cauc,1979 Q4,regular,regular+aide,NA,NA,434,NA,NA,NA,478,463,NA,NA,free,non-free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,13,21,NA,NA,cauc,cauc,NA,NA,41,41,NA,NA,79,79,NA,NA
male,cauc,1980 Q3,NA,NA,regular+aide,regular+aide,NA,NA,NA,675,NA,NA,NA,631,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,apprentice,level1,NA,NA,2,10,NA,NA,cauc,cauc,NA,NA,12,12,NA,NA,35,35
female,afam,1979 Q4,NA,NA,small,small,NA,NA,586,608,NA,NA,590,642,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,14,8,NA,NA,cauc,afam,NA,NA,11,11,NA,NA,22,22
male,afam,1980 Q3,regular,regular+aide,NA,NA,NA,477,NA,NA,NA,538,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,NA,level1,NA,NA,6,24,NA,NA,afam,afam,NA,NA,11,11,NA,NA,27,27,NA,NA
female,cauc,1979 Q4,regular,regular+aide,NA,NA,437,536,NA,NA,459,532,NA,NA,free,free,NA,NA,urban,urban,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,5,22,NA,NA,cauc,cauc,NA,NA,13,13,NA,NA,37,37,NA,NA
female,afam,1980 Q2,small,small,small,small,467,553,608,654,547,553,632,651,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,master,apprentice,apprentice,level1,level1,2,13,33,18,cauc,afam,afam,afam,11,11,11,11,19,19,19,19
male,cauc,1979 Q4,NA,regular,NA,NA,NA,509,NA,NA,NA,493,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,16,NA,NA,NA,cauc,NA,NA,NA,39,NA,NA,NA,75,NA,NA
female,cauc,1980 Q1,regular,NA,NA,NA,419,NA,NA,NA,459,NA,NA,NA,non-free,NA,NA,NA,urban,NA,NA,NA,master+,NA,NA,NA,level1,NA,NA,NA,13,NA,NA,NA,cauc,NA,NA,NA,27,NA,NA,NA,60,NA,NA,NA
male,cauc,1979 Q2,NA,NA,regular,regular,NA,NA,611,NA,NA,NA,620,NA,NA,NA,non-free,free,NA,NA,suburban,suburban,NA,NA,bachelor,master,NA,NA,level1,level1,NA,NA,8,15,NA,NA,cauc,afam,NA,NA,22,22,NA,NA,51,51
female,cauc,1980 Q2,NA,NA,NA,regular+aide,NA,NA,NA,585,NA,NA,NA,562,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,25,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,21
male,cauc,1979 Q4,NA,regular+aide,NA,NA,NA,579,NA,NA,NA,578,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,7,NA,NA,NA,cauc,NA,NA,NA,36,NA,NA,NA,72,NA,NA
female,cauc,1980 Q1,regular,small,small,small,424,571,584,647,454,520,561,624,free,non-free,non-free,non-free,urban,urban,urban,urban,bachelor,bachelor,master,bachelor,probation,level1,level1,level1,0,5,9,13,cauc,cauc,afam,cauc,26,26,26,26,59,59,59,59
female,cauc,1979 Q1,NA,NA,NA,regular+aide,NA,NA,NA,606,NA,NA,NA,629,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level3,NA,NA,NA,19,NA,NA,NA,cauc,NA,NA,NA,33,NA,NA,NA,67
female,cauc,1979 Q4,regular,small,small,small,425,571,631,608,494,557,561,589,non-free,non-free,NA,non-free,urban,urban,urban,urban,master,master,bachelor,master,level1,level3,level1,level2,4,16,17,11,cauc,cauc,cauc,cauc,20,20,20,20,48,48,48,48
male,cauc,1980 Q1,regular,regular,NA,NA,408,439,NA,NA,444,502,NA,NA,non-free,non-free,NA,NA,urban,urban,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,5,20,NA,NA,cauc,cauc,NA,NA,6,6,NA,NA,9,9,NA,NA
male,cauc,1980 Q2,regular,regular,regular+aide,regular+aide,463,564,637,650,528,578,648,659,free,free,non-free,non-free,rural,rural,rural,rural,master,bachelor,master,bachelor,level1,level1,level1,level1,12,8,8,11,cauc,cauc,cauc,cauc,36,36,36,36,72,72,72,72
female,afam,1980 Q1,regular+aide,NA,NA,NA,403,NA,NA,NA,434,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,32,NA,NA,NA
female,afam,1980 Q1,NA,NA,NA,regular+aide,NA,NA,NA,641,NA,NA,NA,603,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,notladder,NA,NA,NA,8,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,25
male,cauc,1980 Q1,regular,regular,regular,regular,437,478,586,582,494,520,584,574,non-free,non-free,non-free,non-free,suburban,suburban,suburban,suburban,master+,master,bachelor,master,level1,level1,level1,level1,13,7,8,15,cauc,afam,cauc,afam,22,22,22,22,51,51,51,51
male,afam,1980 Q1,regular+aide,regular,NA,NA,439,536,NA,NA,559,518,NA,NA,free,non-free,NA,NA,urban,urban,NA,NA,bachelor,bachelor,NA,NA,NA,level1,NA,NA,11,20,NA,NA,cauc,cauc,NA,NA,13,13,NA,NA,37,37,NA,NA
male,cauc,1980 Q3,regular+aide,NA,NA,NA,402,NA,NA,NA,449,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,9,NA,NA,NA,cauc,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA
female,afam,1979 Q4,small,small,small,regular+aide,414,463,571,588,423,479,502,561,free,free,free,free,inner-city,inner-city,inner-city,inner-city,master,bachelor,bachelor,bachelor,level3,level1,level1,level1,12,6,28,18,cauc,cauc,afam,afam,11,11,11,11,15,15,15,30
male,afam,1980 Q2,regular,NA,NA,NA,402,NA,NA,NA,423,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,18,NA,NA,NA
female,cauc,1980 Q3,small,small,NA,NA,411,453,NA,NA,449,495,NA,NA,non-free,free,NA,NA,urban,urban,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,12,12,NA,NA,cauc,cauc,NA,NA,2,2,NA,NA,2,2,NA,NA
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,437,629,604,650,463,592,648,596,free,free,non-free,free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,notladder,level1,level1,13,23,21,36,cauc,cauc,afam,cauc,38,38,38,38,74,74,74,74
male,afam,1979 Q2,NA,NA,NA,regular+aide,NA,NA,NA,629,NA,NA,NA,648,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,14,NA,NA,NA,afam,NA,NA,NA,22,NA,NA,NA,51
female,cauc,1979 Q3,NA,regular+aide,regular+aide,regular+aide,NA,492,520,NA,NA,520,536,NA,NA,free,free,non-free,NA,urban,urban,urban,NA,master,master,master,NA,level1,level1,level1,NA,12,13,7,NA,cauc,cauc,cauc,NA,26,26,26,NA,59,59,59
male,cauc,1978 Q4,NA,NA,regular,regular,NA,NA,508,567,NA,NA,607,631,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,master,master,NA,NA,level1,level1,NA,NA,13,19,NA,NA,cauc,afam,NA,NA,22,22,NA,NA,53,53
female,afam,1980 Q1,regular+aide,NA,NA,NA,419,NA,NA,NA,463,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,33,NA,NA,NA
female,cauc,1980 Q1,NA,regular,regular,regular,NA,590,627,629,NA,553,615,624,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,master,specialist,master,NA,notladder,level1,level1,NA,18,15,20,NA,cauc,cauc,cauc,NA,17,17,17,NA,41,41,41
male,afam,1978 Q3,NA,regular,regular,NA,NA,514,538,NA,NA,545,518,NA,NA,free,free,NA,NA,suburban,suburban,NA,NA,bachelor,bachelor,NA,NA,level1,notladder,NA,NA,4,4,NA,NA,cauc,afam,NA,NA,11,11,NA,NA,20,20,NA
male,afam,1980 Q3,regular+aide,regular,NA,NA,418,450,NA,NA,500,512,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,master,NA,NA,level1,notladder,NA,NA,6,3,NA,NA,afam,cauc,NA,NA,11,11,NA,NA,26,26,NA,NA
female,cauc,1979 Q4,regular+aide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,25,NA,NA,NA
male,cauc,1979 Q4,small,NA,regular,NA,NA,NA,659,NA,NA,NA,659,NA,free,NA,free,NA,rural,NA,rural,NA,bachelor,NA,master,NA,level1,NA,level1,NA,12,NA,17,NA,cauc,NA,cauc,NA,41,NA,41,NA,79,NA,79,NA
female,cauc,1979 Q4,NA,NA,NA,regular,NA,NA,NA,618,NA,NA,NA,599,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,8,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,25
male,cauc,1979 Q2,NA,NA,NA,regular,NA,NA,NA,547,NA,NA,NA,536,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,11,NA,NA,NA,cauc,NA,NA,NA,25,NA,NA,NA,58
female,afam,1979 Q4,regular+aide,regular+aide,regular,regular+aide,439,558,618,665,500,567,568,651,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,level1,level1,probation,7,27,7,12,cauc,afam,afam,cauc,11,11,11,11,22,22,22,22
male,cauc,1980 Q2,regular,small,NA,NA,474,590,NA,NA,559,612,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,11,14,NA,NA,cauc,cauc,NA,NA,39,39,NA,NA,75,75,NA,NA
male,afam,1980 Q2,regular,regular,regular+aide,regular+aide,411,485,602,675,454,507,599,659,free,non-free,free,free,urban,urban,urban,urban,master+,bachelor,master,bachelor,level1,level1,level1,level1,13,11,20,20,cauc,cauc,cauc,cauc,27,27,27,27,60,60,60,60
male,afam,1980 Q3,NA,NA,regular,regular,NA,NA,NA,570,NA,NA,NA,577,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,master,NA,NA,level1,level3,NA,NA,4,16,NA,NA,cauc,cauc,NA,NA,11,11,NA,NA,19,19
female,afam,1979 Q2,NA,NA,NA,regular,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,probation,NA,NA,NA,2,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,29
male,cauc,1980 Q1,regular+aide,regular+aide,NA,NA,425,430,NA,NA,454,456,NA,NA,free,free,NA,NA,suburban,suburban,NA,NA,bachelor,bachelor,NA,NA,NA,apprentice,NA,NA,0,2,NA,NA,cauc,afam,NA,NA,18,18,NA,NA,44,44,NA,NA
female,afam,1980 Q3,regular+aide,NA,NA,NA,413,NA,NA,NA,444,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,5,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,28,NA,NA,NA
male,afam,1979 Q2,NA,regular+aide,regular+aide,regular+aide,NA,483,554,597,NA,529,579,603,NA,free,free,free,NA,inner-city,inner-city,inner-city,NA,bachelor,bachelor,master,NA,level1,level1,level1,NA,10,14,33,NA,cauc,cauc,afam,NA,11,11,11,NA,32,32,32
male,cauc,1980 Q3,NA,small,NA,NA,NA,487,NA,NA,NA,497,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,15,NA,NA,NA,cauc,NA,NA,NA,24,NA,NA,NA,57,NA,NA
male,cauc,1979 Q1,NA,regular,regular,regular,NA,447,488,587,NA,484,517,558,NA,non-free,non-free,non-free,NA,rural,rural,rural,NA,bachelor,bachelor,bachelor,NA,level1,apprentice,notladder,NA,7,1,7,NA,cauc,cauc,cauc,NA,33,33,33,NA,67,67,67
female,afam,1979 Q4,NA,NA,small,NA,NA,NA,555,NA,NA,NA,543,NA,NA,NA,non-free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,probation,NA,NA,NA,3,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,26,NA
male,cauc,1980 Q3,regular+aide,regular,regular,small,445,521,564,618,500,592,582,604,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,level1,level2,14,13,19,9,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73
